0.697528722,0.660017444,0.909855363,0.698998061,0.646114718,0.923264651,0.06280502,0.034759643,0.018269737,0.477501826,0.404045658,0.464310562,0.096717419,0.117887403,0.048706597,0.747453347,0.740146825,0.935668252,0.498482211,0.472059795,0.625093812,0.052915677,0.601552456,0.0366108,0.51674987,0.127080463,0.052808218,0.028664215,0.016543562,0.385979361,0.330395853,0.780334406,0.398355248,0.321072238,0.78947898,0.08516064,0.055560511,0.031719822,0.391304523,0.400233219,0.35776076,0.096717419,0.117887403,0.047705461,0.236765591,0.229650365,0.766475183,0.249764348,0.213143683,0.428612606,0.098448032,0.231650337,0.046823191,0.85241702,0.033001705,0.054167571,0,0.231650337,1
0.689112854,0.376726453,0.854690937,0.64400519,0.476342825,0.863167224,0.441224522,0.76026721,0.291951725,0.690563167,0.407527698,0.572331989,0.113347574,0.0539009,0.083292133,0.596969282,0.008352883,0.582018927,0.836754003,0.581046533,0.926302429,0.605841743,0.461577887,0.651845129,0.519218338,0.01123282,0.360561848,0.723586922,0.245563035,0.382953939,0.542522257,0.682664723,0.288435117,0.385709388,0.67250666,0.57240817,0.876655816,0.470451719,0.626121542,0.656447516,0.51586281,0.123882163,0.084972329,0.074295691,0.002669513,0.0027617,0.002774327,0.755795368,0.982450135,0.887678933,0.892674259,0.349240029,0.880076868,0.143699356,0.872083745,0.885019144,0,0.349240029,1
0.595352701,0.955825487,0.662502446,0.595433724,0.908846047,0.666510545,0.183131868,0.279427296,0.095675173,0.52630669,0.642630527,0.60696615,0.154056716,0.118677673,0.0574031,0.536656161,0.852953183,0.70773831,0.580237162,0.975864244,0.565845505,0.295488838,0.86823622,0.184299715,0.485656395,0.022425504,0.145076378,0.251821194,0.088505131,0.210126937,0.912997191,0.295143153,0.19855751,0.825121437,0.289738395,0.198595806,0.446642201,0.166110735,0.580849608,0.636566882,0.501866898,0.139359568,0.118677673,0.056411116,0.002296237,0.564071279,0.098429735,0.372064056,0.964027419,0.338313388,0.483824491,0.301491809,0.363452522,0.593417009,0.441506589,0.432199578,0,0.301491809,1
0.694798873,0.609525915,0.930681484,0.690227782,0.599959447,0.939049568,0.116261353,0.101453022,0.041193134,0.557473511,0.479722517,0.663488862,0.028363714,0.042091868,0.107383361,0.736529196,0.66087485,0.937450419,0.52489811,0.479460419,0.683441763,0.101414915,0.564938993,0.110967804,0.504678688,0.035073495,0.109494046,0.097900781,0.034605092,0.380741009,0.231043449,0.821185559,0.380825154,0.232523501,0.820202397,0.157203586,0.161784426,0.071519305,0.471693188,0.476384576,0.558964343,0.028363714,0.04119262,0.106443976,0.203751145,0.00398033,0.771698579,0.289280691,0.224173772,0.517539609,0.186108941,0.252864977,0.06511146,0.859443246,0.051944627,0.065841646,0,0.252864977,1
0.65244197,0.23121629,0.113745864,0.666782958,0.240335149,0.108612387,0.234989996,0.444103226,0.219453409,0.435439967,0.45250996,0.421825863,0.198005345,0.147301784,0.197329065,0.47019422,0.029527063,0,0.623640263,0.571360636,0.260255183,0.553781458,0.323995474,0.393836867,0.679640436,0.154932759,0.176398784,0.307455505,0.163410534,0.324737766,0.562265379,0.771623568,0.341031756,0.458044686,0.788599222,0.241462479,0.588306582,0.381013862,0.504622381,0.708590759,0.573884931,0.1177935,0.185431557,0.196484339,0.006243385,0.002825694,0.225013715,0.436992069,0.95058105,0.999029578,0.801828207,0.410582036,0.506974255,0.456398484,0.768084297,0.712871483,0,0.410582036,1
0.043212155,0.462778388,0.626431592,0.025486889,0.568227301,0.625680557,0.38519355,0.566802408,0.272972902,0.548744832,0.372488309,0.558947155,0.03947733,0.096475738,0.043938877,0.118211334,0.060317541,0.528424402,0.2419157,0.558885932,0.743034942,0.523358739,0.466848355,0.555733942,0.428838439,0.047322729,0.349354386,0.521066445,0.255978971,0.86589941,0.395205863,0.302467549,0.944256486,0.238849268,0.247467498,0.519642736,0.612342156,0.347814189,0.448393966,0.70813148,0.534678486,0.03947733,0.165800344,0.064164241,0.264521259,0.001596449,0.003743911,0.82254146,0.904238553,0.60836444,0.756465558,0.455151158,0.475642468,0.394353844,0.415442351,0.474396668,0,0.455151158,1
0.517257506,0.009312865,0.482948171,0.531238385,0,0.467307737,0.072115364,0.053245422,0.080541178,0.307508191,0.749535876,0.754807034,0.200423423,0.181692133,0.128450768,0.605069228,0.326698779,0.63743592,0.359090549,0.065875897,0.426656993,0.081467091,0.008422311,0.063589853,0.80489823,0.272881802,0.055020377,0.042731384,0.067903059,0.067389862,0.948679518,0.092119794,0.064067362,0.916685159,0.092136524,0.039939425,0.085108551,0.058139054,0.616465956,0.27610786,0.61853205,0.266779138,0.181692133,0.196422595,0.001937426,0.767919627,0.002454224,0.093060221,0.503310318,0.126178823,0.114828114,0.226990559,0.060294469,0.820222758,0.016943217,0.052342138,0,0.226990559,1
0.409878319,0.741701779,0.559309015,0.529752497,0.7547702,0.40582,0.750778272,0.564880837,0.650968301,0.493386231,0.486059979,0.621792475,0.079183427,0.047852011,0.044814467,0.020369837,0.412720226,0.103773903,0.808350338,0.939360035,0.99520276,0.891042747,0.694650402,0.606813316,0.483370248,0.020708318,0.664334472,0.534535363,0.648491582,0.466223989,0.618856552,0.567815006,0.331862656,0.580703104,0.397231527,0.714362301,0.635727775,0.697743312,0.593177831,0.566213888,0.579468193,0.099246471,0.06182477,0.076302554,0.005106009,0.002026107,0.005643366,0.969141807,0.909620561,0.992688617,0.970485911,0.471825592,0.753968229,0.043321409,0.768067993,0.839926004,0,0.471825592,1
0.486632412,0.112134749,0.694286935,0.489979317,0.070617084,0.6629808,0.186692879,0.322911422,0.361604284,0.558023099,0.634084198,0.630148508,0.055642776,0.121498694,0.045479643,0.535570982,0.215827571,0.633904112,0.458326196,0.477585402,0.911252733,0.426143687,0.13997401,0.490262023,0.616512381,0.041509143,0.167218744,0.29343898,0.367573732,0.121619794,0.761851371,0.38264354,0.096540951,0.781206513,0.282868177,0.154161182,0.444804812,0.589401239,0.546156509,0.46378581,0.541001721,0.052883314,0.048028023,0.052753618,0.000193562,0.070594271,0.00068177,0.197192591,0.670181671,0.864741977,0.639061267,0.246874296,0.295359398,0.417458526,0.345879648,0.416482693,0,0.246874296,1
0.622944879,0.784728189,0.554253101,0.67645954,0.848148575,0.669294197,0.544105026,0.55510714,0.484431552,0.338219306,0.239400218,0.373211783,0.207637009,0.303256752,0.103641587,0.112279009,0.042705978,0.036805396,0.583955281,0.726953088,0.538452234,0.734633853,0.729647693,0.519646852,0.291913607,0.212904148,0.429421746,0.431430804,0.423788271,0.433265681,0.713581533,0.433201528,0.417908262,0.729526707,0.378535792,0.43839443,0.522078047,0.500571211,0.589952868,0.528783817,0.644660615,0.183828044,0.093478329,0.162078322,0.000105936,0.066127473,0.003207715,0.83143013,0.930745572,0.943818079,0.905337143,0.289214174,0.634896461,0.190906524,0.731377108,0.767729371,0,0.289214174,1
