0.098448032,0.052915677,0.054167571,0.033001705,0.428612606,0.055560511,0.046823191,0.213143683,0.0366108,0.034759643,1
0.892674259,0.605841743,0.885019144,0.872083745,0.887678933,0.876655816,0.880076868,0.982450135,0.651845129,0.76026721,1
0.483824491,0.295488838,0.432199578,0.441506589,0.338313388,0.446642201,0.363452522,0.964027419,0.184299715,0.279427296,1
0.186108941,0.101414915,0.065841646,0.051944627,0.517539609,0.161784426,0.06511146,0.224173772,0.110967804,0.101453022,1
0.801828207,0.553781458,0.712871483,0.768084297,0.999029578,0.588306582,0.506974255,0.95058105,0.393836867,0.444103226,1
0.756465558,0.523358739,0.474396668,0.415442351,0.60836444,0.612342156,0.475642468,0.904238553,0.555733942,0.566802408,1
0.114828114,0.081467091,0.052342138,0.016943217,0.126178823,0.085108551,0.060294469,0.503310318,0.063589853,0.053245422,1
0.970485911,0.891042747,0.839926004,0.768067993,0.992688617,0.635727775,0.753968229,0.909620561,0.606813316,0.564880837,1
0.639061267,0.426143687,0.416482693,0.345879648,0.864741977,0.444804812,0.295359398,0.670181671,0.490262023,0.322911422,1
0.905337143,0.734633853,0.767729371,0.731377108,0.943818079,0.522078047,0.634896461,0.930745572,0.519646852,0.55510714,1
0.353836773,0.196185888,0.081081918,0.026965981,0.423977626,0.434470747,0.098986273,0.505718567,0.435785803,0.271812619,1
0.117688635,0.075126991,0.031076098,0.033103727,0.466437636,0.108433088,0.030633188,0.145015854,0.092511973,0.086489136,1
0.770473001,0.542226092,0.584212302,0.568923629,0.996954097,0.421849516,0.801652539,0.61017457,0.522491444,0.437652027,1
0.839713607,0.5544302,0.619474678,0.712413429,0.683082385,0.52814118,0.542978491,0.94192634,0.612381277,0.588010305,1
0.92256877,0.744753142,0.597472667,0.67145056,0.82554474,0.703511817,0.692100897,0.945074637,0.582368174,0.666080174,1
0.868030449,0.623331961,0.559505355,0.534703572,0.61544974,0.61802497,0.515950594,0.964653286,0.522496409,0.553270904,1
0.179266621,0.096661716,0.151703272,0.169108649,0.581525538,0.093742805,0.123242425,0.170893612,0.046636068,0.058647164,1
0.875168859,0.676828405,0.716293316,0.732622699,0.941263774,0.682780903,0.730119284,0.934568298,0.848392703,0.782184864,1
0.494396222,0.278726174,0.304692241,0.316978263,0.805927522,0.316198292,0.228026634,0.428380083,0.27695442,0.213559422,1
0.824365594,0.63091862,0.703713008,0.750280323,0.984295685,0.502662235,0.55317557,0.762644867,0.528947854,0.543140335,1
0.35872593,0.232081209,0.127200148,0.057676759,0.329953261,0.427646148,0.127543292,0.508752301,0.441364253,0.314159499,1
0.30714271,0.171610651,0.215876627,0.230557138,0.416681077,0.239624465,0.313646305,0.603624231,0.265948336,0.149913323,1
0.891412995,0.666890271,0.702275875,0.828118406,0.87734057,0.651660942,0.548509095,0.819897815,0.382298439,0.517412721,1
0.325506406,0.180682381,0.056806074,0.038963506,0.442151672,0.313265565,0.052557341,0.501237635,0.322972078,0.195984503,1
0.772931835,0.611180443,0.63816864,0.559688167,0.730381274,0.598518045,0.523935652,0.916942884,0.413547963,0.374647548,1
0.87521636,0.768195698,0.824010222,0.795960141,0.876051213,0.635877312,0.579563759,0.900239976,0.46742643,0.409932643,1
0.753652942,0.555739825,0.665815212,0.708773886,0.942539016,0.407257665,0.4984348,0.599295411,0.546701702,0.483959217,1
0.30714271,0.171610651,0.215876627,0.230557138,0.416681077,0.239624465,0.313646305,0.603624231,0.265948336,0.149913323,1
0.655744173,0.404966196,0.441352746,0.405987683,0.782872349,0.48298088,0.331577722,0.522833191,0.586013357,0.342771902,1
0.847376056,0.622967844,0.679315644,0.791557628,0.976004818,0.565165737,0.627055439,0.859152524,0.346281289,0.499866053,1
0.889290844,0.757747467,0.654275969,0.629064847,0.747809563,0.734189436,0.760918847,0.93362018,0.539807408,0.646495693,1
